14400000,1686900,1689800,1686900,1689800,20000,1689900,1690000,1689500,1690000,100
14460000,1689800,1690100,1689600,1689800,20100,1690000,1690500,1690000,1690200,20000
14520000,1689800,1690000,1689800,1690000,20100,1690300,1690400,1690300,1690400,20000
14580000,1690000,1690000,1689800,1689800,20100,1690400,1690400,1690200,1690200,20000
14640000,1689800,1690000,1689800,1690000,20100,1690200,1690400,1690200,1690400,20000
14700000,1690100,1690300,1690100,1690300,20000,1690400,1690500,1690300,1690500,600
14760000,1690300,1690300,1690100,1690100,200,1690500,1690500,1690200,1690400,20000
14820000,1690100,1690100,1689300,1689900,200,1690200,1690500,1689900,1690200,20000
14880000,1689900,1689900,1689700,1689800,20000,1689900,1690300,1689900,1690100,200
15000000,1689800,1689800,1689700,1689800,20000,1690100,1690100,1689900,1690100,200
15060000,1689700,1689800,1689700,1689800,20000,1690100,1690100,1689900,1690100,200
15120000,1689700,1689700,1689700,1689700,100,1690100,1690100,1689900,1689900,20000
15180000,1689700,1689800,1689700,1689800,20000,1690000,1690100,1690000,1690100,200
15240000,1689800,1689800,1689800,1689800,20100,1690100,1690100,1690100,1690100,200
15300000,1689800,1689800,1689700,1689700,100,1690100,1690100,1689900,1689900,20000
15360000,1689800,1689800,1689700,1689700,100,1689900,1690100,1689900,1689900,20000
15420000,1689700,1689800,1689700,1689700,100,1690100,1690100,1689900,1689900,20000
15480000,1689700,1689800,1689700,1689700,100,1690000,1690100,1689900,1689900,20000
15600000,1689700,1689800,1689700,1689800,20000,1690100,1690100,1690100,1690100,200
15660000,1689800,1689800,1689700,1689800,20000,1690100,1690100,1689900,1690100,200
15780000,1689800,1689800,1689700,1689800,20000,1690100,1690100,1689900,1690100,200
15840000,1689800,1690000,1689700,1690000,20100,1690100,1690100,1689900,1690100,200
15900000,1690000,1690000,1690000,1690000,20100,1690100,1690100,1690100,1690100,200
15960000,1690000,1690300,1690000,1690300,20000,1690300,1690500,1690300,1690500,600
16020000,1690300,1690500,1690300,1690300,20100,1690500,1690600,1690500,1690600,100
16080000,1690500,1690500,1690500,1690500,20000,1690600,1690600,1690600,1690600,100
16140000,1690500,1690800,1690500,1690800,20000,1690600,1691200,1690600,1690900,100
16200000,1690800,1691500,1690700,1691300,20100,1690900,1691600,1690900,1691500,100
16260000,1691300,1691500,1691300,1691500,20200,1691600,1691900,1691600,1691900,20300
16320000,1691500,1692000,1691500,1691800,20100,1691900,1692400,1691700,1692100,100
16380000,1692000,1692000,1691800,1691800,20100,1692100,1692100,1692100,1692100,100
16440000,1691800,1691800,1691500,1691500,20400,1692100,1692100,1691700,1691900,20100
16500000,1691500,1692000,1691500,1691900,20100,1691900,1692300,1691900,1692100,200
16560000,1692000,1692000,1691800,1692000,20100,1692100,1692100,1692100,1692100,200
16620000,1692000,1692000,1691500,1691500,20400,1692100,1692100,1691700,1691900,20100
16680000,1691500,1691500,1691500,1691500,400,1691900,1691900,1691700,1691700,20000
16740000,1691500,1691500,1691500,1691500,20300,1691700,1691900,1691700,1691900,20200
16800000,1691500,1691500,1690100,1691300,20100,1691900,1691900,1691400,1691700,20200
16920000,1691300,1691300,1691300,1691300,100,1691700,1691700,1691400,1691400,20000
16980000,1691300,1691300,1691100,1691100,400,1691400,1691400,1691200,1691400,20000
17040000,1691100,1691500,1691100,1691500,20000,1691500,1691900,1691500,1691700,200
17100000,1691500,1691500,1691300,1691300,20100,1691700,1691700,1691700,1691700,200
17160000,1691500,1691500,1691300,1691500,20000,1691700,1691700,1691700,1691700,200
17220000,1691500,1691800,1691300,1691500,20200,1691700,1691900,1691700,1691900,20300
17280000,1691500,1691800,1691500,1691500,20200,1691900,1691900,1691900,1691900,20300
